C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_50_420.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_50_420.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_50_420.jpg,0,1,0,28.86178
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_50_495.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_50_495.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_50_495.jpg,0,1,0,29.59542
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_50_567.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_50_567.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_50_567.jpg,0,1,0,30.1898
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_50_636.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_50_636.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_50_636.jpg,0,1,0,30.18991
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_50_707.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_50_707.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_50_707.jpg,-0.1,1,0,30.18744
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_50_778.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_50_778.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_50_778.jpg,-0.25,1,0,30.17466
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_50_847.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_50_847.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_50_847.jpg,0,1,0,30.18976
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_50_917.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_50_917.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_50_917.jpg,0,1,0,30.18983
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_50_988.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_50_988.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_50_988.jpg,0,1,0,30.18992
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_056.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_056.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_056.jpg,0,1,0,30.18996
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_133.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_133.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_133.jpg,0,1,0,30.19001
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_201.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_201.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_201.jpg,0,1,0,30.19
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_272.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_272.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_272.jpg,0,1,0,30.18998
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_343.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_343.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_343.jpg,0,1,0,30.18998
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_412.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_412.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_412.jpg,0,1,0,30.18997
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_481.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_481.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_481.jpg,0,1,0,30.18999
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_553.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_553.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_553.jpg,0,1,0,30.18999
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_628.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_628.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_628.jpg,0,1,0,30.18997
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_700.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_700.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_700.jpg,0,1,0,30.18998
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_771.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_771.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_771.jpg,0,1,0,30.18998
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_845.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_845.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_845.jpg,0.05,1,0,30.18938
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_913.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_913.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_913.jpg,0,1,0,30.19037
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_51_983.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_51_983.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_51_983.jpg,0,1,0,30.18995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_054.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_054.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_054.jpg,0,1,0,30.18997
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_125.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_125.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_125.jpg,0,1,0,30.18996
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_194.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_194.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_194.jpg,0,1,0,30.18996
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_267.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_267.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_267.jpg,0,1,0,30.18994
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_342.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_342.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_342.jpg,0,1,0,30.18999
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_417.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_417.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_417.jpg,0,1,0,30.18998
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_487.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_487.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_487.jpg,0,1,0,30.18997
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_556.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_556.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_556.jpg,0.05,1,0,30.18938
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_625.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_625.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_625.jpg,0,1,0,30.19061
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_696.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_696.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_696.jpg,0,1,0,30.18989
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_765.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_765.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_765.jpg,0,1,0,30.18995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_838.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_838.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_838.jpg,0.1,1,0,30.18757
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_908.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_908.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_908.jpg,0,0.9680935,0,30.1896
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_52_981.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_52_981.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_52_981.jpg,0,1,0,30.18795
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_057.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_057.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_057.jpg,0,1,0,30.18996
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_131.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_131.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_131.jpg,0,1,0,30.18993
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_200.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_200.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_200.jpg,0,1,0,30.18992
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_268.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_268.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_268.jpg,0,1,0,30.18992
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_340.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_340.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_340.jpg,0,1,0,30.18993
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_410.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_410.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_410.jpg,0,1,0,30.18994
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_480.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_480.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_480.jpg,0,1,0,30.18992
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_552.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_552.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_552.jpg,-0.15,1,0,30.18399
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_627.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_627.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_627.jpg,0,1,0,30.18995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_698.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_698.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_698.jpg,0,1,0,30.1899
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_769.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_769.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_769.jpg,0,1,0,30.18994
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_840.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_840.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_840.jpg,0,1,0,30.18994
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_910.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_910.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_910.jpg,0,1,0,30.18997
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_53_982.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_53_982.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_53_982.jpg,0,1,0,30.18993
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_052.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_052.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_052.jpg,0,1,0,30.18996
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_126.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_126.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_126.jpg,0,1,0,30.18994
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_194.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_194.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_194.jpg,0,1,0,30.18993
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_260.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_260.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_260.jpg,0,1,0,30.18997
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_331.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_331.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_331.jpg,0,1,0,30.18995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_404.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_404.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_404.jpg,0,1,0,30.18995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_476.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_476.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_476.jpg,0,1,0,30.18995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_543.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_543.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_543.jpg,0,1,0,30.18994
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_612.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_612.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_612.jpg,0,1,0,30.18994
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_683.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_683.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_683.jpg,0,1,0,30.18995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_755.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_755.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_755.jpg,0,1,0,30.18996
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_830.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_830.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_830.jpg,0,1,0,30.18997
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_901.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_901.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_901.jpg,0,1,0,30.18995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_54_977.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_54_977.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_54_977.jpg,0,1,0,30.18997
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_052.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_052.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_052.jpg,0,1,0,30.18994
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_130.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_130.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_130.jpg,0,1,0,30.18996
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_200.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_200.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_200.jpg,0,1,0,30.18992
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_274.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_274.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_274.jpg,0,1,0,30.18996
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_350.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_350.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_350.jpg,0,1,0,30.18996
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_426.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_426.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_426.jpg,0,1,0,30.18995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_492.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_492.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_492.jpg,0,1,0,30.18995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_558.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_558.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_558.jpg,0,1,0,30.18994
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_635.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_635.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_635.jpg,0,1,0,30.18994
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_713.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_713.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_713.jpg,0,1,0,30.18995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_790.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_790.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_790.jpg,0,1,0,30.18993
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_857.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_857.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_857.jpg,0,1,0,30.18992
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_925.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_925.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_925.jpg,-0.1,1,0,30.1874
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_55_997.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_55_997.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_55_997.jpg,0,1,0,30.18689
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_56_072.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_56_072.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_56_072.jpg,0,1,0,30.1898
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_56_149.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_56_149.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_56_149.jpg,0,1,0,30.18995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_56_215.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_56_215.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_56_215.jpg,0,1,0,30.18997
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_56_294.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_56_294.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_56_294.jpg,0,1,0,30.18998
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_56_368.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_56_368.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_56_368.jpg,-0.2,1,0,30.17995
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_56_446.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_56_446.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_56_446.jpg,0,1,0,30.18996
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_56_520.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_56_520.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_56_520.jpg,0,1,0,30.18996
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_56_586.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_56_586.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_56_586.jpg,0,1,0,30.18999
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_56_653.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_56_653.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_56_653.jpg,0,1,0,30.19002
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_56_728.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_56_728.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_56_728.jpg,0,1,0,30.19001
C:\Users\itste\Downloads\track1\IMG\center_2024_01_16_12_29_56_798.jpg,C:\Users\itste\Downloads\track1\IMG\left_2024_01_16_12_29_56_798.jpg,C:\Users\itste\Downloads\track1\IMG\right_2024_01_16_12_29_56_798.jpg,0,1,0,30.19002
